Reviewer Name,Review Title,Review Paragraph,Star Rating,Review Date
Harmeet Walia,IPhone 7 Gold 32 GB received on the day of launch,"I am already a Apple User. First time bought an apple product on the launch day in India. And it was the Flipkart only who made this possible.
Thanks to Flipkart for the premium services.",5,"Oct, 2016"
Flipkart Customer,Faulty item,My phone box was open it didnt have lightning connector nor it had the headphone connector,1,"Jun, 2018"
Akshay Jadhav,Dont purchase iPhone from flipkart,"Dont buy iPhones from flipkart ,
5th of June , I received delivery I didnt received ear pod... worst customer service from flipkart...after so many calls the advisor take my complain ..not getting proper resolution from flipkart..please dont Purchased any iPhone product from flipkart....",1,"Jun, 2018"
Flipkart Customer,Yayyy..iPhone 7,5/5...superb phone...fastest delivery by flipkart,5,"Oct, 2016"
Kiran Kumar Sahoo,iPhone 7,Iphone 7 is a well build phone I would say and the performances is also up to the mark .Every iPhone lands into some type of controversy at time it launches but Apple loves controversy :) .The only disappointment is the missing 3.5 mm jack and rest all is good .,5,"Oct, 2016"
Flipkart Customer,Gr8 phone,Nyc. Liked it,5,"Oct, 2016"
Vishi Khandelwal,Launch day delivery,Great Phone. Excellent Same day delivery by flipkart on the launch day. Loved the experience shopping here,5,"Oct, 2016"
Swayam Nanda,Simply awesome,"Nice one, quality as expected. Flipkart is extreamly quick to delivered on the same india launch day.",5,"Oct, 2016"
Anuj Damani,Tottalyyy worth it,The guyz suprised me at 10 wid it and i loved it super amazing efforts from flipkart,5,"Oct, 2016"
Flipkart Customer,Best in the market!,Brilliant Product with awesome camera,5,"Oct, 2016"
Osama Ansari,Amazing Phone,Another great phone from Apple,5,"Oct, 2016"
Flipkart Customer,iOS,Not going back to Android again!,5,"Oct, 2016"
Nitin Kumar,iPhone 7 review.,Simply Great. The phone got delivered on the promised date. A chocolate and a photograph makes the delivery special. Thank You Flipkart. : ),5,"Oct, 2016"
Sriram Kalyanasundaram,Love,Pre ordered it and Flipkart delivered it pretty quick. My first iPhone and am loving it.,5,"Oct, 2016"
Parikshit Khanna,Brilliant,Pre ordered on 1st and finally got it on 7th October before promised time. It's fine device working okay just facing a issue that it's screen it bit OK yellow side if you compare with earlier versions of 6 and 6s. Seems screen it's more OK warm side when come to color yet to know it's it's a issue it it's this how apple made this screen,5,"Oct, 2016"
Vinoj Vijayan,Very Good,Nice phone! Apple at its best.. nice delivery,4,"May, 2018"
Flipkart Customer,Awesome Phone!!!!!,Super Phone with stunning Camera.Detailed review soon,5,"Oct, 2016"
Sumant Kumar,Awesome,Awesome look and feel of the product. Highly recommended.,5,"Oct, 2016"
Flipkart Customer,Must buy!,nnice,5,"May, 2018"
Manjunath S,Awesome,"Upgrading from iPhone 5, feeling a huge difference. The home button feels weird at the beginning, but after sometime it feels natural. Camera is great too, selfies come out great.",5,"Oct, 2016"
Pallavi Bora,Mind-blowing purchase,Amazing phone! And I totally appreciate Flipkart's service.,5,"Oct, 2016"
Flipkart Customer,Very quick delivery,Got delivered within two hours of launch. Amazing surprise by flipkart.,5,"Oct, 2016"
Ashish Shah,Fantastic Phone,I just recd. the iPhone 7 128gb Black. Its just awesome. I'm very impressed with the express delivery of FlipKart. Never thought I could get the same so fast.,5,"Oct, 2016"
Flipkart Customer,"Superb Delivery Timing, and Amazing Phone!","Let's start with product delivery.
Flipkart made it a point to deliver the phone to me in record time, and delivered it the day it launched!

The iPhone 7 is an amazing phone altogether, and a delight to use!
I had been looking forward to using it for quite some time since the launch, and it didn't disappoint me in a bit!

Thank you Flipkart!",5,"Oct, 2016"
Nishu Kumar,WORTH BUYING,"Awesome it is...
Gr8 work Flipkart
Specially delivering on 7th.
Wanna buy iPhone 7. Go for black colour",5,"Oct, 2016"
Flipkart Customer,Flipkart proved once again.,Simply the best mobile in world. Thanks to flipkart for delivering it on launch day itself. Packaging was good.,5,"Oct, 2016"
Surabhi Sarkar,Good buy,Good phone with a good offer. Delivered on time on the launch date. Very satisfied.,5,"Oct, 2016"
Flipkart Customer,Brilliant,"It's amazing! The design, features, best iphone apple ever made!",5,"Oct, 2016"
santhosh reddy,Nice,Ok but battery backup not good and camera clarity also,3,"Apr, 2018"
Flipkart Customer,Worth every penny,"Was so scared when I ordered since it was my first time purchasing an electronic device online but the product is perfect, unharmed and it delivered on time!!! Also the phone came in a special flipkart box :D Totalllly loving the PHONEEEE!",5,"Oct, 2016"
Flipkart Customer,Good,"Quite slower
Apple ID can't generate in proper manner",3,"Oct, 2016"
Flipkart Customer,Absolutely Brilliant Service + Product..!! Flipkart for life,Best Service Ever...iPhone 7 was in my hands at the launch date at the laucnh time without getting into any hassles of long ques. Brilliant..!!!,5,"Oct, 2016"
Flipkart Customer,Simply amazing,Amazing phone and amazing service of Flipkart,5,"Oct, 2016"
Hitesh Mehra,Thanks Flipkart for this amazing service,Excellent Product. Seems to be the best Iphone ever.,5,"Oct, 2016"
Raju e,Very poor,Thanks to Flipkart In-a-Day delivery,4,"Oct, 2016"
Flipkart Customer,Nice Work,"Well packed and orchestrated by Flipkart. For the iphone 7, excellent !!!",1,"Oct, 2016"
Flipkart Customer,TOOOO GOOOOOOD !!!!!!,"iphone 7 is superb as expected. I got upgraded myself from earlier version of iphone so i could feel the difference. But more importantly the Flipkart delivery has been excellent and highly impressive. They initially said to deliver by 8th, but preponed it to 7th evening and within 20 minutes of iphone's office launch in India, flipkart had it delivered to my home (by 7:20 pm on the 7th). Much faster than my friend got it at reliance outlet.

Flipkart, hats off to you and your passionate team for all the efforts and i wish all the best.

Coming back to iphone 7, bit of issues on touchpad and speakers which i hope service centre shall address.",5,"Oct, 2016"
Flipkart Customer,Amazing job by flipkart,Flipkart did a fabulous job iphone was delivered on the same day of launch and one day earlier than quotedby flipkart,5,"Oct, 2016"
Anurag Bonde,Awesome phone,Awesome look and nothing more to tell about it as it's an IPhone just for flipkart my delivery package was in bad condition.,5,"Apr, 2018"
Pawan Shripal,Perfect product!,"SUPERB PRODUCT , THANKS YOU SO MUCH FOR FAST AND ORIGINAL PRODUCT. DELIVERY IS SUPERB 1 DAY DELIVERY
DEALER I HAVE TO THANK YOU",5,"Apr, 2018"
Abhinav Srivastava,Worth every penny.,Well as usual the The touch is awesome. Form factor in ease of use is good. Awesome delivery by Flipkart. Great packaging. Flipkart left no stone unturned to make it feel personal. The great feature in iPhone 7 you can uninstall the default apps which you don't want to use. As usual Siri is great. Great discount by Citibank.,5,"Oct, 2016"
Hrishikesh Walekar,Amazing product and service,Amazing product... must buy it.. on the top of that flipkart provided excellent delivery for prebooked handsets,5,"Oct, 2016"
gupta vipin,Best in the market!,gud,5,"Apr, 2018"
Tarun Atmakuri,Best Ever!!,"Pretty awesome phone!! Loving it!!
Delivery system awesome as usual!!!",5,"Oct, 2016"
Hitesh Gulyani,Thanks 4 the prompt delivery,Really a amazing phone.Thanks to Flipkart for delivering on 7th October.,5,"Oct, 2016"
Amir Singh,Useless product,"iPhone speaker was too dull, when ever have to receive a call needed to use earphone also received earphone was good in starting but after few days their is some noise issue with left ear speaker.",1,"Mar, 2018"
Flipkart Customer,Just wow!,"One of the best phones ever manufactured. Camera is what makes the phone stand out of the crowd. The new touch ID home button may take some time to get used to but i am sure the new Taptic engine will be a big success.

P.s. - the new black colour adds to the style quotient of the user.",5,"Oct, 2016"
Flipkart Customer,Yaay,Very nice phone,5,"Oct, 2016"
Kshitiz Agarwal,Amazing phone!,Great device!,4,"Oct, 2016"
purushotham adapa,Apple iPhone 7,Really happy with product and delivery as well....awesome!!!!!!!!!!!!,5,"Oct, 2016"
Flipkart Customer,Highly recommended,The product is good. Excellent delivery service from Flipkart!! Really needs a mention,5,"Oct, 2016"
Ankit Malhotra,Love to be back to iPhone,"Difference from iphone6 - better camera, low light pictures, black is awesome. Faster but not perceptibly so. Maybe am not in too much gaming.

Love the phone size - neither small nor too big.",5,"Oct, 2016"
Flipkart Customer,Superb,It's iPhone 7 that's say it all,5,"Oct, 2016"
Nitesh Jindal,Must Buy,Amazing phone. Loved the overall product performance. Thanks to Flipkart for speedy delivery.,5,"Oct, 2016"
Neha Mahajan,iPhone 7,Love it .. thanks Flipkart for faster delivery then expected.. itiswhatitis,5,"Oct, 2016"
Mrunmayee Saraf,Awesome,"I was using Iphone-5s and now I have this amazing iphone-7 and yes lot of things have improved.
New taptic engine for main button will take time to adjust, other than that no issues.",5,"Oct, 2016"
VIKAS MALIK,Terrific purchase,Bought it for my wife. Amazing fast delivery by Flipkart.,5,"Oct, 2016"
PRAMOD Kumar,amazing phone i have ever used,the phone is awesome and the from flipkart the delivery of item in a very short span is commendable.,5,"Oct, 2016"
Flipkart Customer,Iphone 7,"As always, Apple never ceases to delight you.",5,"Oct, 2016"
Aditya Choudhry,BEST POSSIBLE SERVICE..!!,"APPLE + FLIPKART = UNBEATABLE COMBINATION....FAN for life....at 7 pm, the phone was in my hands...No long Ques, Cant get any better",5,"Oct, 2016"
Rutwik C,Premium color,"Got the delivery on the launch day!
Best iPhone ever!",5,"Oct, 2016"
Flipkart Customer,Fabulous,Great product,5,"Oct, 2016"
Rohit Somani,Wowed,Superb looks ! The feeling in the hand is also amazing..the new home button is a bit of let down. Camera quality can challenge a DSLR. Flipkart delivered it the same day - keep it up !!,5,"Oct, 2016"
Kishor Pawar,Cherry on top of cake,Phone is as expected good. On top of that Flipkart's quick delivery was cherry on the cake,5,"Oct, 2016"
Tutu singh,time,before time delivery behavior is also Good,5,"Mar, 2018"
Manish Kumar gupta,Iphone 7 review,"The phone is worth buying.Superb performance and battery life as compared to other iPhones.Worth upgrading if you are having iphone 6 or less.

Delivery was made in an amazing manner.",5,"Oct, 2016"
Flipkart Customer,Day 1 review,"Ordered on Flipkart.Given that I had a HDFC card would have preferred Amazon.But they were out of stock at 7.30 am on day 1. Did they have any stock in central Bangalore?
The buying process with Flipkart was very smooth. I was prepared for delivery on 8th but got a message saying it will be delivered on 7th evening itself.
Thought we could get a rare delivery from Bansal as their office is nearby. But just as we hit the bed, the Flipkart person called. He would be delivering in 5 minutes. We had a quick exchange based on IMEI and he was good to go. He also seemed to know the whole excitement of a new iPhone release and seemed to be quite happy to participate.
It is a little early to write about the device. It is light and shiny enough to be considered bling! iOS has to be updated. Contacts transfer was automatic.
Predictive typing is there. Unlike Swiftkey this seems to have a better preset library.
All in all an Apple phone with the best of the Android world. At Apple prices though!
While the media criticises Apple for similar devices, fact is that Apple continues to deliver excellent devices.
This is a 24 hour review where the biggest observation is that Flipkart is regaining its customer focus. Give a month for a phone review!",5,"Oct, 2016"
Sujoy Nandi,Excellent,"Well this what the iPhone 6 should been but alas it was not.... Finally Apple brings us the iPhone 7 and really there nothing much to say about it since it's been real smooth and shall be for multiple years, and that's perhaps the most critical reason of people buying iphones at even this ridiculous price.
Special mention to Flipkart.com they really outdid themselves on this one since the official release of the iPhone pan India was on the 7th Oct 7pm I was amazed to receive it at my doorstep at 9pm which is just astonishing, I was earlier regretting that I bought the phone online since I needed it on launch date but surprise surprise flipkart stumped me..... 10/10 for flipkart delivery team.",5,"Oct, 2016"
